Date Last Researched,Country/Area,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s), Capacity (MW) ,Status,Reactor Type,Model,Start Year,Retirement Year,Planned Retirement,Cancellation Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retirement Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
2024-05-09,Canada,Pickering nuclear power plant,A2,,,542,retired,pressurized heavy water reactor,CANDU 500A,1971,2007,N,,1966-09-01,1971-09-15,1971-10-06,1971-12-30,2007-05-28,Ontario Power Generation,,Ontario Power Generation,,515,508,1744,43.8107,-79.0689,exact,Pickering,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L100000500185,G100000500412,https://www.gem.wiki/Pickering_nuclear_power_plant
2024-05-09,Canada,Pickering nuclear power plant,A3,,,542,retired,pressurized heavy water reactor,CANDU 500A,1972,2008,N,,1967-12-01,1972-04-24,1972-05-03,1972-06-01,2008-10-31,Ontario Power Generation,,Ontario Power Generation,,515,508,1744,43.8107,-79.0689,exact,Pickering,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L100000500185,G100000500413,https://www.gem.wiki/Pickering_nuclear_power_plant
2024-05-09,Canada,Pickering nuclear power plant,A4,,,542,operating,pressurized heavy water reactor,CANDU 500A,1973,,,,1968-05-01,1973-05-16,1973-05-21,1973-06-17,,Ontario Power Generation,,Ontario Power Generation,,515,508,1744,43.8107,-79.0689,exact,Pickering,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L100000500185,G100000500415,https://www.gem.wiki/Pickering_nuclear_power_plant
2024-05-09,Canada,Pickering nuclear power plant,B5,,,540,operating,pressurized heavy water reactor,CANDU 500B,1983,,,,1974-11-01,1982-10-23,1982-12-19,1983-05-10,,Ontario Power Generation,,Ontario Power Generation,,516,516,1744,43.8096,-79.0639,exact,Pickering,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L100000500185,G100000500416,https://www.gem.wiki/Pickering_nuclear_power_plant
2024-05-09,Canada,Pickering nuclear power plant,B6,,,540,operating,pressurized heavy water reactor,CANDU 500B,1984,,,,1975-10-01,1983-10-15,1983-11-08,1984-02-01,,Ontario Power Generation,,Ontario Power Generation,,516,516,1744,43.8096,-79.0639,exact,Pickering,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L100000500185,G100000500417,https://www.gem.wiki/Pickering_nuclear_power_plant
2024-05-09,Canada,Pickering nuclear power plant,B7,,,540,operating,pressurized heavy water reactor,CANDU 500B,1985,,,,1976-03-01,1984-10-22,1984-11-17,1985-01-01,,Ontario Power Generation,,Ontario Power Generation,,516,516,1744,43.8096,-79.0639,exact,Pickering,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L100000500185,G100000500418,https://www.gem.wiki/Pickering_nuclear_power_plant
2024-05-09,Canada,Pickering nuclear power plant,B8,,,540,operating,pressurized heavy water reactor,CANDU 500B,1986,,,,1976-09-01,1985-12-17,1986-01-21,1986-02-28,,Ontario Power Generation,,Ontario Power Generation,,516,516,1744,43.8096,-79.0639,exact,Pickering,Durham Region,Golden Horseshoe,Ontario,Northern America,Americas,L100000500185,G100000500419,https://www.gem.wiki/Pickering_nuclear_power_plant
2024-05-08,Canada,Point Lepreau nuclear power plant,--,,,705,operating,pressurized heavy water reactor,CANDU 6,1983,,,,1975-05-01,1982-07-25,1982-09-11,1983-02-01,,New Brunswick Electric Power Commission,,New Brunswick Electric Power Commission,,660,660,2180,45.0686,-66.4543,exact,,Musquash Parish,,New Brunswick,Northern America,Americas,L100000500163,G100000500376,https://www.gem.wiki/Point_Lepreau_nuclear_power_plant
2024-05-14,Canada,Prodigy nuclear power plant,--,,"Prodigy Microreactor Power Station TNPP, whi",5,announced,small modular reactor,unknown,,,,,,,,,,Prodigy Clean Energy; Des Nëdhé Group,,,,,,14,54.4675343,-130.4247167,approximate,,,,,Northern America,Americas,L100001016274,G100001017673,https://www.gem.wiki/Prodigy_nuclear_power_plant
2024-05-06,China,10MW High Temperature Gas-cooled Reactor Test Module (HTR-10) nuclear power plant,--,10兆瓦高温气冷实验堆,,10,operating,high temperature gas reactor,HTR-10,2013,,,,1995-06-01,2000,2013-01-07,2013,,Institute of Nuclear and New Energy Technology,清华大学核能技术设计研究院,Institute of Nuclear and New Energy Technology,清华大学核能技术设计研究院,,,,40.003227,116.335496,approximate,,Haidian District,,Beijing,Eastern Asia,Asia,L100000500387,G100000501065,https://www.gem.wiki/10MW_High_Temperature_Gas-cooled_Reactor_Test_Module_(HTR-10)_nuclear_power_plant
2024-05-06,China,Anhui Wuhu nuclear power plant,1-1,芜湖核电站,,1250,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,Anhui Wuhu Nuclear Power CO LTD,安徽芜湖核电有限公司,,,,31.1123,118.0171,approximate,Digang,Fanchang,Wuhu,Anhui,Eastern Asia,Asia,L100000500326,G100000500851,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant
2024-05-06,China,Anhui Wuhu nuclear power plant,1-2,芜湖核电站,,1250,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,Anhui Wuhu Nuclear Power CO LTD,安徽芜湖核电有限公司,,,,31.1123,118.0171,approximate,Digang,Fanchang,Wuhu,Anhui,Eastern Asia,Asia,L100000500326,G100000500852,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant
2024-05-06,China,Anhui Wuhu nuclear power plant,2-3,芜湖核电站,,1250,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,Anhui Wuhu Nuclear Power CO LTD,安徽芜湖核电有限公司,,,,31.1123,118.0171,approximate,Digang,Fanchang,Wuhu,Anhui,Eastern Asia,Asia,L100000500326,G100000500849,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant
2024-05-06,China,Anhui Wuhu nuclear power plant,2-4,芜湖核电站,,1250,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,Anhui Wuhu Nuclear Power CO LTD,安徽芜湖核电有限公司,,,,31.1123,118.0171,approximate,Digang,Fanchang,Wuhu,Anhui,Eastern Asia,Asia,L100000500326,G100000500850,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant
2024-05-06,China,Bailong nuclear power plant,1,白龙核电站,,1250,pre-construction,pressurized water reactor,CAP1000,2026,,,,,,,2026,,State Nuclear Power Technology CO LTD,国家核电技术有限公司,CPI Guangxi Nuclear Power CO LTD,中电投广西核电有限公司,,,,21.506512,108.224169,exact,Jiangshan,Fangcheng District,Fangchenggang,Guangxi,Eastern Asia,Asia,L100000500348,G100000500928,https://www.gem.wiki/Bailong_nuclear_power_plant
2024-05-06,China,Bailong nuclear power plant,2,白龙核电站,,1250,pre-construction,pressurized water reactor,CAP1000,2027,,,,,,,2027,,State Nuclear Power Technology CO LTD,国家核电技术有限公司,CPI Guangxi Nuclear Power CO LTD,中电投广西核电有限公司,,,,21.506512,108.224169,exact,Jiangshan,Fangcheng District,Fangchenggang,Guangxi,Eastern Asia,Asia,L100000500348,G100000500929,https://www.gem.wiki/Bailong_nuclear_power_plant
2024-05-06,China,Bailong nuclear power plant,3,白龙核电站,,1400,announced,pressurized water reactor,CAP1400,,,,,,,,,,State Nuclear Power Technology CO LTD,国家核电技术有限公司,CPI Guangxi Nuclear Power CO LTD,中电投广西核电有限公司,,,,21.506512,108.224169,exact,Jiangshan,Fangcheng District,Fangchenggang,Guangxi,Eastern Asia,Asia,L100000500348,G100000500930,https://www.gem.wiki/Bailong_nuclear_power_plant
2024-05-06,China,Bailong nuclear power plant,4,白龙核电站,,1400,announced,pressurized water reactor,CAP1400,,,,,,,,,,State Nuclear Power Technology CO LTD,国家核电技术有限公司,CPI Guangxi Nuclear Power CO LTD,中电投广西核电有限公司,,,,21.506512,108.224169,exact,Jiangshan,Fangcheng District,Fangchenggang,Guangxi,Eastern Asia,Asia,L100000500348,G100000500931,https://www.gem.wiki/Bailong_nuclear_power_plant
2024-05-06,China,Bailong nuclear power plant,5,白龙核电站,,1400,announced,pressurized water reactor,CAP1400,,,,,,,,,,State Nuclear Power Technology CO LTD,国家核电技术有限公司,CPI Guangxi Nuclear Power CO LTD,中电投广西核电有限公司,,,,21.506512,108.224169,exact,Jiangshan,Fangcheng District,Fangchenggang,Guangxi,Eastern Asia,Asia,L100000500348,G100000500932,https://www.gem.wiki/Bailong_nuclear_power_plant
2024-05-06,China,Bailong nuclear power plant,6,白龙核电站,,1400,announced,pressurized water reactor,unknown,,,,,,,,,,State Nuclear Power Technology CO LTD,国家核电技术有限公司,CPI Guangxi Nuclear Power CO LTD,中电投广西核电有限公司,,,,21.506512,108.224169,exact,Jiangshan,Fangcheng District,Fangchenggang,Guangxi,Eastern Asia,Asia,L100000500348,G100000500933,https://www.gem.wiki/Bailong_nuclear_power_plant
2024-05-06,China,Cangnan San'ao nuclear power plant,1-1,三澳核电站,苍南核电站,1210,construction,pressurized water reactor,HPR-1000,2026,,,,2020-12-31,,,2026,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Cangnan Nuclear Power CO LTD,中广核苍南核电有限公司,1117,1117,3180,27.200205,120.515734,exact,Xiaguan,Cangnan,Wenzhou,Zhejiang,Eastern Asia,Asia,L100000500352,G100000500946,https://www.gem.wiki/Cangnan_San'ao_nuclear_power_plant
2024-05-06,China,Cangnan San'ao nuclear power plant,1-2,三澳核电站,苍南核电站,1210,construction,pressurized water reactor,HPR-1000,2026,,,,2021-12-30,,,2026,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Cangnan Nuclear Power CO LTD,中广核苍南核电有限公司,1117,1117,3180,27.200205,120.515734,exact,Xiaguan,Cangnan,Wenzhou,Zhejiang,Eastern Asia,Asia,L100000500352,G100000500947,https://www.gem.wiki/Cangnan_San'ao_nuclear_power_plant
2024-05-06,China,Cangnan San'ao nuclear power plant,2-3,三澳核电站,苍南核电站,1150,pre-construction,pressurized water reactor,HPR-1000,,,,,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Cangnan Nuclear Power CO LTD,中广核苍南核电有限公司,,,,27.200205,120.515734,exact,Xiaguan,Cangnan,Wenzhou,Zhejiang,Eastern Asia,Asia,L100000500352,G100000500948,https://www.gem.wiki/Cangnan_San'ao_nuclear_power_plant
2024-05-06,China,Cangnan San'ao nuclear power plant,2-4,三澳核电站,苍南核电站,1150,pre-construction,pressurized water reactor,HPR-1000,,,,,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Cangnan Nuclear Power CO LTD,中广核苍南核电有限公司,,,,27.200205,120.515734,exact,Xiaguan,Cangnan,Wenzhou,Zhejiang,Eastern Asia,Asia,L100000500352,G100000500949,https://www.gem.wiki/Cangnan_San'ao_nuclear_power_plant
2024-05-06,China,Cangnan San'ao nuclear power plant,3-5,三澳核电站,苍南核电站,1150,announced,pressurized water reactor,HPR-1000,,,,,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Cangnan Nuclear Power CO LTD,中广核苍南核电有限公司,,,,27.200205,120.515734,exact,Xiaguan,Cangnan,Wenzhou,Zhejiang,Eastern Asia,Asia,L100000500352,G100000500950,https://www.gem.wiki/Cangnan_San'ao_nuclear_power_plant
2024-05-06,China,Cangnan San'ao nuclear power plant,3-6,三澳核电站,苍南核电站,1150,announced,pressurized water reactor,HPR-1000,,,,,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Cangnan Nuclear Power CO LTD,中广核苍南核电有限公司,,,,27.200205,120.515734,exact,Xiaguan,Cangnan,Wenzhou,Zhejiang,Eastern Asia,Asia,L100000500352,G100000500951,https://www.gem.wiki/Cangnan_San'ao_nuclear_power_plant
2024-05-23,China,CGN Bohai ACPR50S nuclear power plant,1,中广核ACPR50S实验堆平台项目,,60,cancelled - inferred 4 y,small modular reactor,unknown,,,,,,,,,,China Guangdong Nuclear CO LTD,中广核集团有限公司,China Guangdong Nuclear CO LTD,中广核集团有限公司,,,,39.765321,119.8094,approximate,,,,Liaoning,Eastern Asia,Asia,L100001016313,G100001017797,https://www.gem.wiki/CGN_Bohai_ACPR50S_nuclear_power_plant
2024-05-06,China,Changde nuclear power plant,1-1,常德核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2016,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,,,,,,28.9188,111.49301,approximate,,Taoyuan,Changde,Hunan,Eastern Asia,Asia,L100000500388,G100000501066,https://www.gem.wiki/Changde_nuclear_power_plant
2024-05-06,China,Changde nuclear power plant,1-2,常德核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2016,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,,,,,,28.9188,111.49301,approximate,,Taoyuan,Changde,Hunan,Eastern Asia,Asia,L100000500388,G100000501067,https://www.gem.wiki/Changde_nuclear_power_plant
2024-05-06,China,Changde nuclear power plant,3,常德核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2016,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,,,,,,28.9188,111.49301,approximate,,Taoyuan,Changde,Hunan,Eastern Asia,Asia,L100000500388,G100000501068,https://www.gem.wiki/Changde_nuclear_power_plant
2024-05-06,China,Changde nuclear power plant,4,常德核电站,,1000,cancelled - inferred 4 y,unknown,unknown,,,,2016,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,,,,,,28.9188,111.49301,approximate,,Taoyuan,Changde,Hunan,Eastern Asia,Asia,L100000500388,G100000501069,https://www.gem.wiki/Changde_nuclear_power_plant
2024-05-06,China,Changjiang nuclear power plant,1,昌江核电站,,650,operating,pressurized water reactor,CNP-600,2015,,,,2010-04-25,2015-10-12,2015-11-07,2015-12-25,,Huaneng Nuclear Power Development CO LTD,华能核电开发有限公司,Huaneng Hainan Changjiang Nuclear Power CO LTD,华能海南昌江核电有限公司,601,601,1930,19.459133,108.896271,exact,Haiwei,Changjiang,,Hainan,Eastern Asia,Asia,L100000500314,G100000500804,https://www.gem.wiki/Changjiang_nuclear_power_plant
2024-05-06,China,Changjiang nuclear power plant,2,昌江核电站,,650,operating,pressurized water reactor,CNP-600,2016,,,,2010-11-21,2016-06-09,2016-06-20,2016-08-12,,Huaneng Nuclear Power Development CO LTD,华能核电开发有限公司,Huaneng Hainan Changjiang Nuclear Power CO LTD,华能海南昌江核电有限公司,601,601,1930,19.459133,108.896271,exact,Haiwei,Changjiang,,Hainan,Eastern Asia,Asia,L100000500314,G100000500805,https://www.gem.wiki/Changjiang_nuclear_power_plant
2024-05-06,China,Changjiang nuclear power plant,3,昌江核电站,,1197,construction,pressurized water reactor,HPR-1000,2026,,,,2020,,,2026,,Huaneng Nuclear Power Development CO LTD,华能核电开发有限公司,Huaneng Hainan Changjiang Nuclear Power CO LTD,华能海南昌江核电有限公司,1000,1000,3190,19.459133,108.896271,exact,Haiwei,Changjiang,,Hainan,Eastern Asia,Asia,L100000500314,G100000500803,https://www.gem.wiki/Changjiang_nuclear_power_plant
2024-05-06,China,Changjiang nuclear power plant,4,昌江核电站,,1200,construction,pressurized water reactor,HPR-1000,2026,,,,2021,,,2026,,Huaneng Nuclear Power Development CO LTD,华能核电开发有限公司,Huaneng Hainan Changjiang Nuclear Power CO LTD,华能海南昌江核电有限公司,1000,1000,3190,19.459133,108.896271,exact,Haiwei,Changjiang,,Hainan,Eastern Asia,Asia,L100000500314,G100000500802,https://www.gem.wiki/Changjiang_nuclear_power_plant
2024-05-06,China,Chengde nuclear power plant,1,承德核电站,长河核电厂,1250,cancelled - inferred 4 y,pressurized water reactor,unknown,,,,,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Hebei Nuclear Power CO LTD,中广核河北核电有限公司,,,,40.4382,118.3576,approximate,,Kuancheng,Chengde,Hebei,Eastern Asia,Asia,L100000500344,G100000500916,https://www.gem.wiki/Chengde_nuclear_power_plant
2024-05-06,China,Chengde nuclear power plant,2,承德核电站,长河核电厂,1250,cancelled - inferred 4 y,pressurized water reactor,unknown,,,,,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Hebei Nuclear Power CO LTD,中广核河北核电有限公司,,,,40.4382,118.3576,approximate,,Kuancheng,Chengde,Hebei,Eastern Asia,Asia,L100000500344,G100000500917,https://www.gem.wiki/Chengde_nuclear_power_plant
2024-05-06,China,Chengde nuclear power plant,3,承德核电站,长河核电厂,1250,cancelled - inferred 4 y,pressurized water reactor,unknown,,,,,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Hebei Nuclear Power CO LTD,中广核河北核电有限公司,,,,40.4382,118.3576,approximate,,Kuancheng,Chengde,Hebei,Eastern Asia,Asia,L100000500344,G100000500918,https://www.gem.wiki/Chengde_nuclear_power_plant
2024-05-06,China,Chengde nuclear power plant,4,承德核电站,长河核电厂,1250,cancelled - inferred 4 y,pressurized water reactor,unknown,,,,,,,,,,China General Nuclear Power Group Co Ltd,中国广核集团有限公司,CGN Hebei Nuclear Power CO LTD,中广核河北核电有限公司,,,,40.4382,118.3576,approximate,,Kuancheng,Chengde,Hebei,Eastern Asia,Asia,L100000500344,G100000500919,https://www.gem.wiki/Chengde_nuclear_power_plant
2024-05-06,China,China Experimental Fast Reactor (CEFR) nuclear power plant,--,中国实验快堆,,25,operating,fast breeder reactor,BN-20,2011,,,,2000-05-10,2010-07-21,2011-07-21,2011,,China National Nuclear CORP,中国核工业集团公司,China Institute Of Atomic Energy,中国原子能科学研究院,20,20,65,39.7408,116.0303,exact,Xinzhen,Fangshan District,,Beijing,Eastern Asia,Asia,L100000500257,G100000500605,https://www.gem.wiki/China_Experimental_Fast_Reactor_(CEFR)_nuclear_power_plant
2024-05-06,China,CNNC ACP100S nuclear power plant,1,中核ACP100S大型海上核动力浮动平台示范项目,,125,cancelled - inferred 4 y,pressurized water reactor,ACP-100S,,,,,,,,,,China National Nuclear Power CO LTD,中国核能电力股份有限公司,CNNC Taihai Clean Energy (Shandong) CO LTD,中核台海清洁能源（山东）有限公司,,,,37.49364,121.4435,approximate,,,Yantai,Shandong,Eastern Asia,Asia,L100000500389,G100000501070,https://www.gem.wiki/CNNC_ACP100S_nuclear_power_plant
2024-05-06,China,CNNC ACP100S nuclear power plant,2,中核ACP100S大型海上核动力浮动平台示范项目,,125,cancelled - inferred 4 y,pressurized water reactor,ACP-100S,,,,,,,,,,China National Nuclear Power CO LTD,中国核能电力股份有限公司,CNNC Taihai Clean Energy (Shandong) CO LTD,中核台海清洁能源（山东）有限公司,,,,37.49364,121.4435,approximate,,,Yantai,Shandong,Eastern Asia,Asia,L100000500389,G100000501071,https://www.gem.wiki/CNNC_ACP100S_nuclear_power_plant
2024-05-06,China,CNNC ACP100S nuclear power plant,3,中核ACP100S大型海上核动力浮动平台示范项目,,125,cancelled - inferred 4 y,pressurized water reactor,ACP-100S,,,,,,,,,,China National Nuclear Power CO LTD,中国核能电力股份有限公司,CNNC Taihai Clean Energy (Shandong) CO LTD,中核台海清洁能源（山东）有限公司,,,,37.49364,121.4435,approximate,,,Yantai,Shandong,Eastern Asia,Asia,L100000500389,G100000501072,https://www.gem.wiki/CNNC_ACP100S_nuclear_power_plant
